Dataset,Method,Scenario,Sensitive_Features_Used,Run,IDI_Ratio,Time_Seconds
DUTCH,GA+Local Search,Combined,"sex, age",11,0.224,64.01980972290039
DUTCH,GA+Local Search,Combined,"sex, age",12,0.244,65.23734712600708
DUTCH,GA+Local Search,Combined,"sex, age",13,0.24,62.92532014846802
DUTCH,GA+Local Search,Combined,"sex, age",14,0.229,63.07145810127258
DUTCH,GA+Local Search,Combined,"sex, age",15,0.255,62.83827567100525
DUTCH,GA+Local Search,Combined,"sex, age",16,0.273,62.92823076248169
DUTCH,GA+Local Search,Combined,"sex, age",17,0.244,63.03059005737305
DUTCH,GA+Local Search,Combined,"sex, age",18,0.203,64.20739984512329
DUTCH,GA+Local Search,Combined,"sex, age",19,0.272,64.48029899597168
DUTCH,GA+Local Search,Combined,"sex, age",20,0.195,64.65552496910095
DUTCH,GA+Local Search,Combined,"sex, age",21,0.258,64.10241198539734
DUTCH,GA+Local Search,Combined,"sex, age",22,0.241,64.12653803825378
DUTCH,GA+Local Search,Combined,"sex, age",23,0.295,64.66501712799072
DUTCH,GA+Local Search,Combined,"sex, age",24,0.267,64.74254393577576
DUTCH,GA+Local Search,Combined,"sex, age",25,0.168,64.43209290504456
DUTCH,GA+Local Search,Combined,"sex, age",26,0.262,64.33295893669128
DUTCH,GA+Local Search,Combined,"sex, age",27,0.277,62.85987305641174
DUTCH,GA+Local Search,Combined,"sex, age",28,0.254,63.132702112197876
DUTCH,GA+Local Search,Combined,"sex, age",29,0.232,63.00987434387207
DUTCH,GA+Local Search,Combined,"sex, age",30,0.23,63.63782286643982
DUTCH,Random Search,Single,sex,1,0.001,65.81973004341125
DUTCH,Random Search,Single,sex,2,0.005,65.9371109008789
DUTCH,Random Search,Single,sex,3,0.004,64.56093406677246
DUTCH,Random Search,Single,sex,4,0.005,64.59308075904846
DUTCH,Random Search,Single,sex,5,0.005,66.44478702545166
DUTCH,Random Search,Single,sex,6,0.006,64.79451990127563
DUTCH,Random Search,Single,sex,7,0.007,64.78800630569458
DUTCH,Random Search,Single,sex,8,0.004,65.11572313308716
DUTCH,Random Search,Single,sex,9,0.007,65.12845015525818
DUTCH,Random Search,Single,sex,10,0.006,65.21891188621521
DUTCH,Random Search,Single,sex,11,0.005,65.30165195465088
DUTCH,Random Search,Single,sex,12,0.002,65.45972204208374
DUTCH,Random Search,Single,sex,13,0.005,65.2156150341034
DUTCH,Random Search,Single,sex,14,0.002,65.43305587768555
DUTCH,Random Search,Single,sex,15,0.004,65.46605896949768
DUTCH,Random Search,Single,sex,16,0.007,64.67054200172424
DUTCH,Random Search,Single,sex,17,0.006,64.85623121261597
DUTCH,Random Search,Single,sex,18,0.01,64.96981596946716
DUTCH,Random Search,Single,sex,19,0.007,65.17221593856812
DUTCH,Random Search,Single,sex,20,0.009,64.94279503822327
DUTCH,Random Search,Single,sex,21,0.006,65.33961391448975
DUTCH,Random Search,Single,sex,22,0.009,64.37954211235046
DUTCH,Random Search,Single,sex,23,0.01,64.87009811401367
DUTCH,Random Search,Single,sex,24,0.011,65.11500000953674
DUTCH,Random Search,Single,sex,25,0.004,64.7500376701355
DUTCH,Random Search,Single,sex,26,0.006,64.56706500053406
DUTCH,Random Search,Single,sex,27,0.006,64.92933893203735
DUTCH,Random Search,Single,sex,28,0.007,65.04043102264404
DUTCH,Random Search,Single,sex,29,0.005,65.13404321670532
DUTCH,Random Search,Single,sex,30,0.007,65.03598284721375
DUTCH,GA+Local Search,Single,sex,1,0.189,64.26490187644958
DUTCH,GA+Local Search,Single,sex,2,0.166,63.829962968826294
DUTCH,GA+Local Search,Single,sex,3,0.181,64.22703218460083
DUTCH,GA+Local Search,Single,sex,4,0.18,64.21818685531616
DUTCH,GA+Local Search,Single,sex,5,0.177,64.75389170646667
DUTCH,GA+Local Search,Single,sex,6,0.161,63.710196018218994
DUTCH,GA+Local Search,Single,sex,7,0.185,63.85248017311096
DUTCH,GA+Local Search,Single,sex,8,0.001,64.33815479278564
DUTCH,GA+Local Search,Single,sex,9,0.166,66.70061111450195
DUTCH,GA+Local Search,Single,sex,10,0.147,63.97798776626587
DUTCH,GA+Local Search,Single,sex,11,0.182,67.12171220779419
DUTCH,GA+Local Search,Single,sex,12,0.188,64.31244421005249
DUTCH,GA+Local Search,Single,sex,13,0.174,64.3198778629303
DUTCH,GA+Local Search,Single,sex,14,0.158,64.31651210784912
DUTCH,GA+Local Search,Single,sex,15,0.152,64.41386818885803
DUTCH,GA+Local Search,Single,sex,16,0.133,64.17048621177673
DUTCH,GA+Local Search,Single,sex,17,0.216,64.69419598579407
DUTCH,GA+Local Search,Single,sex,18,0.166,64.5103669166565
DUTCH,GA+Local Search,Single,sex,19,0.16,64.81169009208679
DUTCH,GA+Local Search,Single,sex,20,0.168,65.05503106117249
DUTCH,GA+Local Search,Single,sex,21,0.177,63.66528105735779
DUTCH,GA+Local Search,Single,sex,22,0.187,63.24964118003845
DUTCH,GA+Local Search,Single,sex,23,0.192,63.659170627593994
DUTCH,GA+Local Search,Single,sex,24,0.175,63.254533767700195
DUTCH,GA+Local Search,Single,sex,25,0.184,63.950392961502075
DUTCH,GA+Local Search,Single,sex,26,0.156,62.910459995269775
DUTCH,GA+Local Search,Single,sex,27,0.2,63.24048089981079
DUTCH,GA+Local Search,Single,sex,28,0.184,63.288280963897705
DUTCH,GA+Local Search,Single,sex,29,0.202,63.5679349899292
DUTCH,GA+Local Search,Single,sex,30,0.198,63.733562707901
DUTCH,Random Search,Single,age,1,0.011,63.746488094329834
DUTCH,Random Search,Single,age,2,0.019,64.012855052948
DUTCH,Random Search,Single,age,3,0.019,64.46660590171814
DUTCH,Random Search,Single,age,4,0.018,64.46055603027344
DUTCH,Random Search,Single,age,5,0.019,64.47032189369202
DUTCH,Random Search,Single,age,6,0.012,68.06717109680176
DUTCH,Random Search,Single,age,7,0.023,64.43350505828857
DUTCH,Random Search,Single,age,8,0.013,64.53614497184753
DUTCH,Random Search,Single,age,9,0.012,64.71985411643982
DUTCH,Random Search,Single,age,10,0.012,64.6496229171753
DUTCH,Random Search,Single,age,11,0.013,64.26421308517456
DUTCH,Random Search,Single,age,12,0.02,64.4702877998352
DUTCH,Random Search,Single,age,13,0.017,64.6911199092865
DUTCH,Random Search,Single,age,14,0.013,64.27637195587158
DUTCH,Random Search,Single,age,15,0.012,64.33892822265625
DUTCH,Random Search,Single,age,16,0.012,64.18770599365234
DUTCH,Random Search,Single,age,17,0.017,64.36140418052673
DUTCH,Random Search,Single,age,18,0.01,63.9737982749939
DUTCH,Random Search,Single,age,19,0.018,64.31476616859436
DUTCH,Random Search,Single,age,20,0.015,64.17103910446167
DUTCH,Random Search,Single,age,21,0.016,64.2641351222992
DUTCH,Random Search,Single,age,22,0.017,64.63095283508301
DUTCH,Random Search,Single,age,23,0.012,64.42729091644287
DUTCH,Random Search,Single,age,24,0.011,64.07918882369995
DUTCH,Random Search,Single,age,25,0.019,64.12372493743896
DUTCH,Random Search,Single,age,26,0.014,64.32908487319946
DUTCH,Random Search,Single,age,27,0.014,64.11209917068481
DUTCH,Random Search,Single,age,28,0.017,63.9942090511322
DUTCH,Random Search,Single,age,29,0.021,65.31520795822144
DUTCH,Random Search,Single,age,30,0.01,64.22524905204773
DUTCH,GA+Local Search,Single,age,1,0.251,63.91861176490784
DUTCH,GA+Local Search,Single,age,2,0.263,63.4130699634552
DUTCH,GA+Local Search,Single,age,3,0.305,63.57109785079956
DUTCH,GA+Local Search,Single,age,4,0.237,63.32613015174866
DUTCH,GA+Local Search,Single,age,5,0.261,63.59704875946045
DUTCH,GA+Local Search,Single,age,6,0.264,63.169846057891846
DUTCH,GA+Local Search,Single,age,7,0.263,63.48440599441528
DUTCH,GA+Local Search,Single,age,8,0.268,63.18162417411804
DUTCH,GA+Local Search,Single,age,9,0.222,63.137734174728394
DUTCH,GA+Local Search,Single,age,10,0.298,63.23403477668762
DUTCH,GA+Local Search,Single,age,11,0.303,63.44163131713867
DUTCH,GA+Local Search,Single,age,12,0.246,63.629202127456665
DUTCH,GA+Local Search,Single,age,13,0.312,63.423490047454834
DUTCH,GA+Local Search,Single,age,14,0.254,63.966001987457275
DUTCH,GA+Local Search,Single,age,15,0.254,63.85467314720154
DUTCH,GA+Local Search,Single,age,16,0.181,63.65490794181824
DUTCH,GA+Local Search,Single,age,17,0.233,63.52130103111267
DUTCH,GA+Local Search,Single,age,18,0.263,63.31865906715393
DUTCH,GA+Local Search,Single,age,19,0.292,63.55868887901306
DUTCH,GA+Local Search,Single,age,20,0.275,63.62437915802002
DUTCH,GA+Local Search,Single,age,21,0.277,63.585551261901855
DUTCH,GA+Local Search,Single,age,22,0.189,63.656179904937744
DUTCH,GA+Local Search,Single,age,23,0.285,63.34624910354614
DUTCH,GA+Local Search,Single,age,24,0.253,63.13329577445984
DUTCH,GA+Local Search,Single,age,25,0.259,63.67330002784729
DUTCH,GA+Local Search,Single,age,26,0.255,63.58687424659729
DUTCH,GA+Local Search,Single,age,27,0.214,63.660706996917725
DUTCH,GA+Local Search,Single,age,28,0.277,63.488863945007324
DUTCH,GA+Local Search,Single,age,29,0.277,63.79079580307007
DUTCH,GA+Local Search,Single,age,30,0.221,63.426100969314575
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",1,0.598,62.27519369125366
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",2,0.596,63.592063188552856
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",3,0.586,62.32064414024353
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",4,0.58,62.410686016082764
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",5,0.63,62.241174936294556
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",6,0.608,62.921918869018555
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",7,0.609,62.08342790603638
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",8,0.61,61.84336805343628
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",9,0.606,63.1374249458313
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",10,0.57,63.55970525741577
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",11,0.582,63.2585768699646
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",12,0.583,63.713634967803955
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",13,0.593,63.19159388542175
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",14,0.598,63.99503993988037
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",15,0.593,63.66288471221924
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",16,0.59,64.07728099822998
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",17,0.574,64.00058174133301
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",18,0.618,63.94356894493103
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",19,0.57,67.97580909729004
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",20,0.597,63.50308799743652
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",21,0.605,64.37155199050903
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",22,0.589,64.16029524803162
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",23,0.572,63.77598214149475
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",24,0.577,63.91998815536499
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",25,0.61,63.70281386375427
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",26,0.611,65.9633948802948
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",27,0.616,65.40664315223694
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",28,0.592,65.42187809944153
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",29,0.571,65.74026894569397
CREDIT,Random Search,Combined,"SEX, EDUCATION, MARRIAGE",30,0.574,64.6498339176178
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",1,0.429,63.81493878364563
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",2,0.458,64.01911401748657
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",3,0.445,63.77961277961731
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",4,0.424,64.20294284820557
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",5,0.422,63.76434898376465
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",6,0.433,63.79614186286926
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",7,0.447,64.14661002159119
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",8,0.48,64.6548228263855
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",9,0.427,64.64206790924072
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",10,0.448,64.29645299911499
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",11,0.437,63.69826889038086
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",12,0.436,65.89129304885864
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",13,0.422,63.13222408294678
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",14,0.441,63.44696497917175
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",15,0.442,62.83210897445679
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",16,0.401,63.456331729888916
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",17,0.423,63.672285079956055
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",18,0.425,64.3009741306305
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",19,0.41,64.30742311477661
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",20,0.432,64.32406091690063
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",21,0.451,63.99355220794678
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",22,0.463,64.12637400627136
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",23,0.432,64.656081199646
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",24,0.417,64.59240412712097
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",25,0.444,64.49226307868958
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",26,0.447,64.36475086212158
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",27,0.401,63.2719361782074
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",28,0.432,63.05045986175537
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",29,0.462,63.61299395561218
CREDIT,GA+Local Search,Combined,"SEX, EDUCATION, MARRIAGE",30,0.429,63.12220788002014
CREDIT,Random Search,Single,SEX,1,0.062,67.988205909729
CREDIT,Random Search,Single,SEX,2,0.06,65.9586501121521
CREDIT,Random Search,Single,SEX,3,0.067,65.03891181945801
CREDIT,Random Search,Single,SEX,4,0.06,66.62226700782776
CREDIT,Random Search,Single,SEX,5,0.067,66.75041699409485
CREDIT,Random Search,Single,SEX,6,0.062,66.43546867370605
CREDIT,Random Search,Single,SEX,7,0.069,65.84891891479492
CREDIT,Random Search,Single,SEX,8,0.069,66.26402187347412
CREDIT,Random Search,Single,SEX,9,0.065,65.70085597038269
CREDIT,Random Search,Single,SEX,10,0.065,66.00976181030273
CREDIT,Random Search,Single,SEX,11,0.082,65.98186302185059
CREDIT,Random Search,Single,SEX,12,0.066,66.14107966423035
CREDIT,Random Search,Single,SEX,13,0.06,66.44165015220642
CREDIT,Random Search,Single,SEX,14,0.067,66.3413918018341
CREDIT,Random Search,Single,SEX,15,0.053,65.7779381275177
CREDIT,Random Search,Single,SEX,16,0.067,65.65931296348572
CREDIT,Random Search,Single,SEX,17,0.059,65.98110008239746
CREDIT,Random Search,Single,SEX,18,0.064,65.60922026634216
CREDIT,Random Search,Single,SEX,19,0.052,65.73853898048401
CREDIT,Random Search,Single,SEX,20,0.056,66.04481720924377
CREDIT,Random Search,Single,SEX,21,0.056,65.69427609443665
CREDIT,Random Search,Single,SEX,22,0.066,65.32687211036682
CREDIT,Random Search,Single,SEX,23,0.065,65.55909991264343
CREDIT,Random Search,Single,SEX,24,0.058,65.49891686439514
CREDIT,Random Search,Single,SEX,25,0.056,65.62482595443726
CREDIT,Random Search,Single,SEX,26,0.089,65.11117887496948
CREDIT,Random Search,Single,SEX,27,0.071,65.545569896698
CREDIT,Random Search,Single,SEX,28,0.055,66.09776997566223
CREDIT,Random Search,Single,SEX,29,0.068,65.62216711044312
CREDIT,Random Search,Single,SEX,30,0.064,65.39790892601013
CREDIT,GA+Local Search,Single,SEX,1,0.207,63.622507095336914
CREDIT,GA+Local Search,Single,SEX,2,0.22,64.38955211639404
CREDIT,GA+Local Search,Single,SEX,3,0.225,64.08696222305298
CREDIT,GA+Local Search,Single,SEX,4,0.224,64.49346375465393
CREDIT,GA+Local Search,Single,SEX,5,0.239,63.828176975250244
CREDIT,GA+Local Search,Single,SEX,6,0.207,64.86949586868286
CREDIT,GA+Local Search,Single,SEX,7,0.227,64.13586568832397
CREDIT,GA+Local Search,Single,SEX,8,0.211,65.74061489105225
CREDIT,GA+Local Search,Single,SEX,9,0.211,64.78362083435059
CREDIT,GA+Local Search,Single,SEX,10,0.219,67.23350310325623
CREDIT,GA+Local Search,Single,SEX,11,0.221,64.59712100028992
CREDIT,GA+Local Search,Single,SEX,12,0.227,64.20731282234192
CREDIT,GA+Local Search,Single,SEX,13,0.234,65.3293969631195
CREDIT,GA+Local Search,Single,SEX,14,0.232,64.29838585853577
CREDIT,GA+Local Search,Single,SEX,15,0.219,65.1677930355072
CREDIT,GA+Local Search,Single,SEX,16,0.207,64.13712620735168
CREDIT,GA+Local Search,Single,SEX,17,0.224,64.76784992218018
CREDIT,GA+Local Search,Single,SEX,18,0.212,64.98959279060364
CREDIT,GA+Local Search,Single,SEX,19,0.224,64.57318210601807
CREDIT,GA+Local Search,Single,SEX,20,0.229,64.3823230266571
CREDIT,GA+Local Search,Single,SEX,21,0.194,63.3554322719574
CREDIT,GA+Local Search,Single,SEX,22,0.217,63.727476835250854
CREDIT,GA+Local Search,Single,SEX,23,0.225,63.56436610221863
CREDIT,GA+Local Search,Single,SEX,24,0.235,63.69614386558533
CREDIT,GA+Local Search,Single,SEX,25,0.221,63.371264696121216
CREDIT,GA+Local Search,Single,SEX,26,0.215,63.936797857284546
CREDIT,GA+Local Search,Single,SEX,27,0.198,63.293039083480835
CREDIT,GA+Local Search,Single,SEX,28,0.209,63.60087490081787
CREDIT,GA+Local Search,Single,SEX,29,0.201,64.09074997901917
CREDIT,GA+Local Search,Single,SEX,30,0.227,64.0498628616333
CREDIT,Random Search,Single,EDUCATION,1,0.563,64.41101431846619
CREDIT,Random Search,Single,EDUCATION,2,0.517,64.71380519866943
CREDIT,Random Search,Single,EDUCATION,3,0.513,65.49063301086426
CREDIT,Random Search,Single,EDUCATION,4,0.513,65.2047348022461
CREDIT,Random Search,Single,EDUCATION,5,0.522,69.05222606658936
CREDIT,Random Search,Single,EDUCATION,6,0.553,65.69445562362671
CREDIT,Random Search,Single,EDUCATION,7,0.549,65.3172972202301
CREDIT,Random Search,Single,EDUCATION,8,0.564,65.54184603691101
CREDIT,Random Search,Single,EDUCATION,9,0.561,65.46403980255127
CREDIT,Random Search,Single,EDUCATION,10,0.528,65.53088784217834
CREDIT,Random Search,Single,EDUCATION,11,0.541,65.53167581558228
CREDIT,Random Search,Single,EDUCATION,12,0.539,66.17722511291504
CREDIT,Random Search,Single,EDUCATION,13,0.551,65.09364008903503
CREDIT,Random Search,Single,EDUCATION,14,0.552,65.2253520488739
CREDIT,Random Search,Single,EDUCATION,15,0.526,65.60468816757202
CREDIT,Random Search,Single,EDUCATION,16,0.532,64.98904705047607
CREDIT,Random Search,Single,EDUCATION,17,0.532,65.61262893676758
CREDIT,Random Search,Single,EDUCATION,18,0.538,64.78262090682983
CREDIT,Random Search,Single,EDUCATION,19,0.518,65.19008207321167
CREDIT,Random Search,Single,EDUCATION,20,0.52,65.43061017990112
CREDIT,Random Search,Single,EDUCATION,21,0.535,65.08071899414062
CREDIT,Random Search,Single,EDUCATION,22,0.521,65.15872097015381
CREDIT,Random Search,Single,EDUCATION,23,0.536,65.33125901222229
CREDIT,Random Search,Single,EDUCATION,24,0.546,64.98540306091309
CREDIT,Random Search,Single,EDUCATION,25,0.545,65.03172612190247
CREDIT,Random Search,Single,EDUCATION,26,0.542,65.49435901641846
CREDIT,Random Search,Single,EDUCATION,27,0.532,65.97472405433655
CREDIT,Random Search,Single,EDUCATION,28,0.573,64.98047614097595
CREDIT,Random Search,Single,EDUCATION,29,0.539,65.20950722694397
CREDIT,Random Search,Single,EDUCATION,30,0.516,64.58253693580627
CREDIT,GA+Local Search,Single,EDUCATION,1,0.405,64.01069712638855
CREDIT,GA+Local Search,Single,EDUCATION,2,0.381,63.6708619594574
CREDIT,GA+Local Search,Single,EDUCATION,3,0.354,64.12594103813171
CREDIT,GA+Local Search,Single,EDUCATION,4,0.365,63.85205101966858
CREDIT,GA+Local Search,Single,EDUCATION,5,0.363,63.718393087387085
CREDIT,GA+Local Search,Single,EDUCATION,6,0.405,63.5466091632843
CREDIT,GA+Local Search,Single,EDUCATION,7,0.391,63.6164710521698
CREDIT,GA+Local Search,Single,EDUCATION,8,0.378,63.860377073287964
CREDIT,GA+Local Search,Single,EDUCATION,9,0.368,64.22409868240356
CREDIT,GA+Local Search,Single,EDUCATION,10,0.434,63.83028292655945
CREDIT,GA+Local Search,Single,EDUCATION,11,0.366,63.61510920524597
CREDIT,GA+Local Search,Single,EDUCATION,12,0.35,63.6782169342041
CREDIT,GA+Local Search,Single,EDUCATION,13,0.34,63.64544105529785
CREDIT,GA+Local Search,Single,EDUCATION,14,0.329,63.687541007995605
CREDIT,GA+Local Search,Single,EDUCATION,15,0.36,63.728763818740845
CREDIT,GA+Local Search,Single,EDUCATION,16,0.395,64.0104250907898
CREDIT,GA+Local Search,Single,EDUCATION,17,0.361,63.72747993469238
CREDIT,GA+Local Search,Single,EDUCATION,18,0.364,64.0490710735321
CREDIT,GA+Local Search,Single,EDUCATION,19,0.401,63.911998987197876
CREDIT,GA+Local Search,Single,EDUCATION,20,0.363,63.56968092918396
CREDIT,GA+Local Search,Single,EDUCATION,21,0.402,63.56924486160278
CREDIT,GA+Local Search,Single,EDUCATION,22,0.358,63.77763509750366
CREDIT,GA+Local Search,Single,EDUCATION,23,0.345,64.36548590660095
CREDIT,GA+Local Search,Single,EDUCATION,24,0.371,63.58613300323486
CREDIT,GA+Local Search,Single,EDUCATION,25,0.387,64.19120192527771
CREDIT,GA+Local Search,Single,EDUCATION,26,0.378,63.601709842681885
CREDIT,GA+Local Search,Single,EDUCATION,27,0.387,63.57148027420044
CREDIT,GA+Local Search,Single,EDUCATION,28,0.314,63.953656911849976
CREDIT,GA+Local Search,Single,EDUCATION,29,0.401,60.885266065597534
CREDIT,GA+Local Search,Single,EDUCATION,30,0.377,51.884430170059204
CREDIT,Random Search,Single,MARRIAGE,1,0.142,39.913094997406006
CREDIT,Random Search,Single,MARRIAGE,2,0.161,39.76472091674805
CREDIT,Random Search,Single,MARRIAGE,3,0.167,39.010440826416016
CREDIT,Random Search,Single,MARRIAGE,4,0.161,38.13647413253784
CREDIT,Random Search,Single,MARRIAGE,5,0.16,38.055055141448975
CREDIT,Random Search,Single,MARRIAGE,6,0.156,38.057289123535156
CREDIT,Random Search,Single,MARRIAGE,7,0.123,38.12938380241394
CREDIT,Random Search,Single,MARRIAGE,8,0.148,37.99711513519287
CREDIT,Random Search,Single,MARRIAGE,9,0.171,38.2191219329834
CREDIT,Random Search,Single,MARRIAGE,10,0.167,38.069579124450684
CREDIT,Random Search,Single,MARRIAGE,11,0.145,38.315388917922974
CREDIT,Random Search,Single,MARRIAGE,12,0.164,38.05255913734436
CREDIT,Random Search,Single,MARRIAGE,13,0.144,38.099766969680786
CREDIT,Random Search,Single,MARRIAGE,14,0.166,38.01937294006348
CREDIT,Random Search,Single,MARRIAGE,15,0.151,38.04634881019592
CREDIT,Random Search,Single,MARRIAGE,16,0.148,38.3290798664093
CREDIT,Random Search,Single,MARRIAGE,17,0.145,38.11693501472473
CREDIT,Random Search,Single,MARRIAGE,18,0.153,38.33413290977478
CREDIT,Random Search,Single,MARRIAGE,19,0.165,38.11964797973633
CREDIT,Random Search,Single,MARRIAGE,20,0.174,38.21996521949768
CREDIT,Random Search,Single,MARRIAGE,21,0.162,38.207958936691284
CREDIT,Random Search,Single,MARRIAGE,22,0.159,38.09941506385803
CREDIT,Random Search,Single,MARRIAGE,23,0.15,38.17271184921265
CREDIT,Random Search,Single,MARRIAGE,24,0.15,37.85486388206482
CREDIT,Random Search,Single,MARRIAGE,25,0.154,38.08358287811279
CREDIT,Random Search,Single,MARRIAGE,26,0.177,38.00059795379639
CREDIT,Random Search,Single,MARRIAGE,27,0.142,38.12626099586487
CREDIT,Random Search,Single,MARRIAGE,28,0.157,38.016557931900024
CREDIT,Random Search,Single,MARRIAGE,29,0.151,37.99624180793762
CREDIT,Random Search,Single,MARRIAGE,30,0.159,38.71361303329468
CREDIT,GA+Local Search,Single,MARRIAGE,1,0.21,38.39913892745972
CREDIT,GA+Local Search,Single,MARRIAGE,2,0.215,38.74460005760193
CREDIT,GA+Local Search,Single,MARRIAGE,3,0.227,38.403478145599365
CREDIT,GA+Local Search,Single,MARRIAGE,4,0.279,38.426376819610596
CREDIT,GA+Local Search,Single,MARRIAGE,5,0.246,37.302627086639404
CREDIT,GA+Local Search,Single,MARRIAGE,6,0.238,37.17489004135132
CREDIT,GA+Local Search,Single,MARRIAGE,7,0.232,37.054455041885376
CREDIT,GA+Local Search,Single,MARRIAGE,8,0.247,36.98855519294739
CREDIT,GA+Local Search,Single,MARRIAGE,9,0.248,37.22688579559326
CREDIT,GA+Local Search,Single,MARRIAGE,10,0.26,37.050819873809814
CREDIT,GA+Local Search,Single,MARRIAGE,11,0.249,37.48808407783508
CREDIT,GA+Local Search,Single,MARRIAGE,12,0.242,36.82804203033447
CREDIT,GA+Local Search,Single,MARRIAGE,13,0.202,37.39977192878723
CREDIT,GA+Local Search,Single,MARRIAGE,14,0.198,36.79252624511719
CREDIT,GA+Local Search,Single,MARRIAGE,15,0.242,37.41029405593872
CREDIT,GA+Local Search,Single,MARRIAGE,16,0.221,36.96261715888977
CREDIT,GA+Local Search,Single,MARRIAGE,17,0.234,37.17552709579468
CREDIT,GA+Local Search,Single,MARRIAGE,18,0.205,37.126606941223145
CREDIT,GA+Local Search,Single,MARRIAGE,19,0.229,37.077263832092285
CREDIT,GA+Local Search,Single,MARRIAGE,20,0.251,37.14671182632446
CREDIT,GA+Local Search,Single,MARRIAGE,21,0.254,37.028664112091064
CREDIT,GA+Local Search,Single,MARRIAGE,22,0.177,37.255184173583984
CREDIT,GA+Local Search,Single,MARRIAGE,23,0.25,36.80953598022461
CREDIT,GA+Local Search,Single,MARRIAGE,24,0.267,37.36679697036743
CREDIT,GA+Local Search,Single,MARRIAGE,25,0.254,36.776240825653076
CREDIT,GA+Local Search,Single,MARRIAGE,26,0.257,37.318474769592285
